"Classement","Title","Vidéo","Image de couverture","Référence groupe musculaire","Muscle cible","Position de depart","Mouvement","Intensite","Thème","serie","Contre-indication","Vidéos (Title)","Programmes-multireference","ID","Created Date","Updated Date","Owner"
81,"Cheville flament sur airex","wix:video://v1/bf2cdd_312c6f74bc354d1fbc0df175bcc9b99f/81.%20Flament%20pied%20sur%20tapis%20airex%20(1).mp4#posterUri=bf2cdd_312c6f74bc354d1fbc0df175bcc9b99ff000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_4aecec24ff614b1cadf1a610ac2d0355~mv2.png/81.png#originWidth=1946&originHeight=1338","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Muscles collatéraux des cheville, genoux, hanches.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout en appui sur un pied au centre du tapis avec le genou légèrement fléchit.</p></li>
  <li><p class=""font_8"">Abdominaux contractés.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tenir l’équilibre le plus longtemps possible.</p></li>
</ol>","[""Tout niveau""]","[""Jambe""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">aucune</p>
<p class=""font_8""><br></p>","/videos/cheville-flament-sur-airex",,"03b1177f-2ebd-4e65-a1a6-257f3b865664",2024-02-12T15:37:53Z,2024-02-16T19:57:11Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
22,"Pullover couché banc + genoux à 90° + élastique","wix:video://v1/bf2cdd_ad8d79973973403a932157a7e8d13ae8/22.%20Pullover%20couch%C3%A9%20banc%20+%20genoux%2090%C2%B0%20+%20%C3%A9lastique%20%20(1).mp4#posterUri=bf2cdd_ad8d79973973403a932157a7e8d13ae8f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_29cd9c6d3e0843b4ab8fec3b909743b6~mv2.png/22.png#originWidth=2322&originHeight=1327","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, épaules, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le banc, les genoux fléchis à 90°.</p></li>
  <li><p class=""font_8"">Les bras tendus avec l’élastique à hauteur du haut de la poitrine.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre les bras tendus derrière la tête sans bloquer les coudes à hauteur des oreilles.</p></li>
  <li><p class=""font_8"">Puis tirer l’élastique bras tendus vers l’avant, à hauteur des côtes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Pullover""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/pullover-couch%C3%A9-banc-%2B-genoux-%C3%A0-90%C2%B0-%2B-%C3%A9lastique",,"03d6bfd4-2417-4a73-823f-994d54451891",2024-02-16T08:52:16Z,2024-02-16T10:56:07Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
22,"Triceps debout + coude contre tête","wix:video://v1/bf2cdd_f347a1553d654dccaacc6bd12533234f/22.%20Triceps%20debout%20+%20coude%20contre%20t%C3%AAte%20(1).mp4#posterUri=bf2cdd_f347a1553d654dccaacc6bd12533234ff000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_175b820af43c4fceac9d4709d8bf5837~mv2.png/Stretch_22.png#originWidth=2339&originHeight=1323","e452a943-d77f-478d-98f2-b40c593b9172","<p class=""font_8"">Triceps</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout les pieds largeur des épaules ou un peu plus.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre le bras vers le plafond et fléchir le coude.</p></li>
  <li><p class=""font_8"">Le bras près de la tête.</p></li>
  <li><p class=""font_8"">Le coude avec l’autre main.</p></li>
  <li><p class=""font_8"">Gonfler le ventre à chaque inspiration et vider l’air des poumons à chaque expiration.</p></li>
</ol>","[""Tout niveau""]","[""Triceps""]","<p class=""font_8"">Maintenir <strong>1 minute et plus</strong>.</p>","<p class=""font_8"">aucune</p>","/videos/triceps-debout-%2B-coude-contre-t%C3%AAte",,"045382a5-f539-436b-aec2-a9e6b555c9af",2024-02-13T09:17:38Z,2024-02-16T19:50:45Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
3,"4.3 - Squat avec haltères","wix:video://v1/796ff8_37b293ccf35e433e99684b5bf101ae4e/39.%20Squat%20avec%20halt%C3%A8re%20(2).mp4#posterUri=796ff8_37b293ccf35e433e99684b5bf101ae4ef000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_9af7d60e154d4c2f9bcc5509ffbd9fa1~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.33.35.png#originWidth=2142&originHeight=1200",,"<p class=""font_8"">fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles largeur des épaules.</p></li>
  <li><p class=""font_8"">Haltère aux mains.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux peuvent avancer jusqu’à la pointe des pieds.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Jambe""]","<p class=""font_8""><strong>3x 15</strong> répétitions</p>","<p class=""font_8"">Aucune</p>","/videos/4.3---squat-avec-halt%C3%A8res","[""149ca0d8-98c3-4d8c-8dd0-e6a49cd9f049""]","0493266e-9005-46e7-b36b-25cb343108f5",2024-02-13T23:41:03Z,2024-02-16T08:10:35Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
58,"Soulevé de terre dead lift","wix:video://v1/bf2cdd_7235408dd462401f96c3f60479570618/58.%20Soulev%C3%A9%20de%20terre%20(dead%20lift)%20avec%20barre%20H.mp4#posterUri=bf2cdd_7235408dd462401f96c3f60479570618f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_9429eb11062c4cf5bf2f63ee78a61401~mv2.png/58.png#originWidth=2294&originHeight=1332","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, ischio, mollet, dos.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, les pieds largeur des épaules ou un peu plus.</p></li>
  <li><p class=""font_8"">Barre à la main.</p></li>
  <li><p class=""font_8"">Prise de la barre extérieure des cuisses.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Pencher le dos (en l’allongeant) à partir des deux hanches et maintenir la courbe lombaire.</p></li>
  <li><p class=""font_8"">Fléchir légèrement les genoux en gardant toujours le corps parallèle au sol.</p></li>
  <li><p class=""font_8"">Laisser glisser la barre le long des jambes jusqu’au-dessous des genoux.</p></li>
  <li><p class=""font_8"">Revenir en tendant les genoux et en redressant le tronc.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux. Inspirer sur la descente.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Soulever de terre""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux, dos</p>","/videos/soulev%C3%A9-de-terre-dead-lift",,"04b74844-a3aa-447c-a12d-37ca02256433",2024-02-12T15:34:35Z,2024-02-16T19:57:27Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
7,"DV couché banc + relevé de bassin + haltère","wix:video://v1/bf2cdd_74d99fc5844e4836be955e64256b6028/7.%20DV%20banc%20+%20relev%C3%A9%20de%20bassin%20+%20halt%C3%A8re%20(2).mp4#posterUri=bf2cdd_74d99fc5844e4836be955e64256b6028f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_02f37131d83949c1a3ed6bf8df585f9c~mv2.png/7.png#originWidth=2376&originHeight=1304","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps, chaines postérieures.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le banc, le bassin décollé, les genoux fléchis et les pieds sur le banc.</p></li>
  <li><p class=""font_8"">Les bras tendus avec les haltères à hauteur de la poitrine.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre les haltères légèrement sous les épaules en fléchissant les coudes.</p></li>
  <li><p class=""font_8"">Remonter les bras tendus sans bloquer les coudes à hauteur de la poitrine.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Développé""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/dv-couch%C3%A9-banc-%2B-relev%C3%A9-de-bassin-%2B-halt%C3%A8re",,"054e7bc0-55a8-48f2-a773-6be31201ce35",2024-02-16T08:52:09Z,2024-02-16T10:54:42Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
1,"9.1 - Pompe mains larges au sol","wix:video://v1/796ff8_c0eabbb2cf6843e4a1f7a6963fe7558b/33.%20Pompe%20sur%20les%20pieds%20avec%20mains%20%C3%A9cart%C3%A9s%20(1).mp4#posterUri=796ff8_c0eabbb2cf6843e4a1f7a6963fe7558bf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_8aee5c77475c4695b3c1f6d67eb7fd58~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.47.51.png#originWidth=2146&originHeight=1186",,"<p class=""font_8"">pectoraux, triceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Les mains plus larges que les épaules.</p></li>
  <li><p class=""font_8"">Les pieds écartés, ancrés au sol</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le buste le plus bas possible, en fléchissant les deux coudes.</p></li>
  <li><p class=""font_8"">Puis remonter les bras tendus sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Avancé""]",,"<p class=""font_8""><strong>3x 30</strong> secondes</p>","<p class=""font_8"">Aucune</p>","/videos/9.1---pompe-mains-larges-au-sol","[""48225409-a687-49c4-bed1-b8cd90791b57""]","057aa4ef-6a45-40e1-ab29-ce768a67ec4c",2024-02-16T01:19:36Z,2024-02-16T07:54:38Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
62,"Extension de hanche à quatre pattes + élastique","wix:video://v1/bf2cdd_fc46de99498645c4a79af1799c46d615/62.%20Extension%20de%20hanche%20%C3%A0%20quatre%20pattes%20avec%20%C3%A9lastique%20(1).mp4#posterUri=bf2cdd_fc46de99498645c4a79af1799c46d615f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_8640b376b9c5420eb6bf9dd60a517599~mv2.png/62.png#originWidth=2331&originHeight=1255","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A quatre pattes, en appui sur les avant-bras.</p></li>
  <li><p class=""font_8"">Coudes et épaules alignées.</p></li>
  <li><p class=""font_8"">Genoux et hanche forme un angle de 90°.</p></li>
  <li><p class=""font_8"">Une jambe tendue.</p></li>
  <li><p class=""font_8"">Elastique au centre du corps.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter la jambe un peu plus haut que le fessier.</p></li>
  <li><p class=""font_8"">Revenir toucher la pointe des pieds au sol et repartir.</p></li>
  <li><p class=""font_8"">Expirer lors de la montée.</p></li>
</ol>","[""Tout niveau""]","[""Extension""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">aucune</p>
<p class=""font_8""><br></p>","/videos/extension-de-hanche-%C3%A0-quatre-pattes-%2B-%C3%A9lastique",,"0607232f-ec98-4d71-be73-48de1e8d6528",2024-02-12T15:34:38Z,2024-02-16T19:56:50Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
41,"Pompe jack nife sur le ballon tout niveau","wix:video://v1/bf2cdd_e2d4e99d450a40a996792d6398c07e4c/41.%20Pompe%20jack%20nife%20sur%20le%20ballon%20tout%20niveau%20(1).mp4#posterUri=bf2cdd_e2d4e99d450a40a996792d6398c07e4cf000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_192727a51d2d4045a2e4caa17dbc9e79~mv2.png/41.png#originWidth=2383&originHeight=1321","8588833d-67e0-4d7d-bccd-6556d67313d3","<p class=""font_8"">Pectoraux, triceps, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Les cuisses en appui au centre du ballon.</p></li>
  <li><p class=""font_8"">Les mains plus larges que les épaules.</p></li>
  <li><p class=""font_8"">Courbe lombaire neutre.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre le buste le plus bas possible, en fléchissant les deux coudes.</p></li>
  <li><p class=""font_8"">Remonter les bras tendus sans bloquer les coudes puis faire rouler le ballon vers la poitrine.</p></li>
  <li><p class=""font_8"">Revenir jambes tendues en maintenant le fessier légèrement vers le haut.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Pompe""]","<p class=""font_8""><strong>3x12 </strong>répétitions</p>","<p class=""font_8"">épaule</p>","/videos/pompe-jack-nife-sur-le-ballon-tout-niveau",,"06274d6b-377b-4515-afe3-d8ec3792841c",2024-02-16T08:54:34Z,2024-02-16T11:06:06Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
5,"Triceps à genoux sur le bosu + poulie et corde","wix:video://v1/bf2cdd_e5ebe0e4b1544cb69ff1c5ac1f4f2061/5.%20Triceps%20%C3%A0%20genoux%20bosu%20+%20poulie%20haute%20et%20corde.mp4#posterUri=bf2cdd_e5ebe0e4b1544cb69ff1c5ac1f4f2061f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_a8daca7dd1bd453399aacdfd493dc534~mv2.png/Triceps_5.png#originWidth=2100&originHeight=1355","80aca233-c8c6-4da5-88c7-70001ba70723","<p class=""font_8"">Triceps, épaules, abdominaux.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">A genoux au sol au centre du bosu.</p></li>
  <li><p class=""font_8"">Les bras fléchis à 90 °</p></li>
  <li><p class=""font_8"">Allonger la colonne vertébrale.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tendre les bras sans écarter les coudes de la taille puis revenir en fléchissant les coudes à</p></li>
  <li><p class=""font_8"">90°.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Triceps""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">épicondylite</p>","/videos/triceps-%C3%A0-genoux-sur-le-bosu-%2B-poulie-et-corde",,"066cc226-f7fa-4cb1-b51f-83e37db4e6ad",2024-02-13T08:48:01Z,2024-02-14T17:11:26Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
11,"Pont épaulé 1 pied au sol","wix:video://v1/bf2cdd_1eaf3822023847a581f56ecb2a5dd734/11.%20Pont%20%C3%A9paul%C3%A9%201%20pied%20au%20sol%20et%20%C3%A9lastique%20bande.mp4#posterUri=bf2cdd_1eaf3822023847a581f56ecb2a5dd734f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_68dbdf1c69a14cbd905a0a5116479002~mv2.png/Bande_11.png#originWidth=1957&originHeight=1298","85c8b439-1157-4d08-8158-485e4dd5ca85","<p class=""font_8"">Fessier, ischio, dos.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le sol, les fessiers près du banc avec un pied sur le banc.</p></li>
  <li><p class=""font_8"">L’autre jambe est tendue.</p></li>
  <li><p class=""font_8"">L’élastique band au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter le fessier et aligner les genoux, les hanches et les épaules.</p></li>
  <li><p class=""font_8"">Le poids du corps repose sur le haut des omoplates.</p></li>
  <li><p class=""font_8"">Puis descendre lentement le fessier au sol.</p></li>
  <li><p class=""font_8"">Expirer lors du mouvement et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Pont épaulé""]","<p class=""font_8""><strong>3x 15 </strong>répétitions</p>","<p class=""font_8"">dos</p>","/videos/pont-%C3%A9paul%C3%A9-1-pied-au-sol",,"07d69621-16ec-4801-a774-7dce44c448ec",2024-02-13T18:29:52Z,2024-02-16T19:49:38Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
8,"7.8 - Bucheron un genou sur le bosu + 1 main step + pied décollé","wix:video://v1/796ff8_9e3d5683e359461381621108f73678e4/46.%20Bucheron%20un%20genou%20bosu%20+%20main%20banc%20et%20halt%C3%A8re.mp4#posterUri=796ff8_9e3d5683e359461381621108f73678e4f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_36f11643ff3e4c90ba06f5a1104b3515~mv2.png/Capture%20d%E2%80%99%C3%A9cran%202024-02-16%20%C3%A0%2008.43.43.png#originWidth=2140&originHeight=1190",,"<p class=""font_8"">Grand dorsal, biceps, transverse.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Un genou en appui sur le bosu et une main en appui sur le step.</p></li>
  <li><p class=""font_8"">L’autre jambe est tendue et le pied décollé</p></li>
  <li><p class=""font_8"">Dos incliné et parallèle au sol.</p></li>
  <li><p class=""font_8"">Bras tendu et dirigé vers le sol.</p></li>
  <li><p class=""font_8"">Courbe du dos neutre.</p></li>
  <li><p class=""font_8"">Tête dans le prolongement de la colonne vertébrale.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer le coude vers le haut et amener l’haltère vers la poitrine.</p></li>
  <li><p class=""font_8"">Revenir lentement sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]",,"<p class=""font_8""><strong>3x 12</strong> répétitions</p>","<p class=""font_8"">Aucune</p>","/videos/7.8---bucheron-un-genou-sur-le-bosu-%2B-1-main-step-%2B-pied-d%C3%A9coll%C3%A9","[""c62cc186-ee1f-44f9-82d8-2d53653e237a""]","08a8abb9-936b-4355-b6f5-6ca0c52784fa",2024-02-16T01:18:49Z,2024-02-16T08:05:16Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
2,"Tirage poitrine assis ballon + 2 poulies hautes","wix:video://v1/bf2cdd_cc42d887de774370b5d3a066ae81668f/2.%20Tirage%20poitrine%20assis%20ballon%20+%202%20poulies%20hautes%20(1).mp4#posterUri=bf2cdd_cc42d887de774370b5d3a066ae81668ff000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_138737a781b7440ca68497c8c5a0547e~mv2.png/2.png#originWidth=2345&originHeight=1324","b046fccd-0996-438e-a013-1c0582cd4a60","<p class=""font_8"">Grand dorsal, biceps.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Assis sur le ballon avec la courbe lombaire neutre.</p></li>
  <li><p class=""font_8"">Bras tendus vers le haut.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Tirer les coudes vers la taille.</p></li>
  <li><p class=""font_8"">Revenir bras tendus sans bloquer les coudes.</p></li>
  <li><p class=""font_8"">Tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Tirage""]","<p class=""font_8""><strong>3X15</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/tirage-poitrine-assis-ballon-%2B-2-poulies-hautes",,"08e152f2-97b5-476d-a13c-838163a7e3c2",2024-02-13T19:26:31Z,2024-02-16T19:59:00Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
,,,,,,,,,,,,,,"092d69c2-b5f6-412b-afc9-3b43120111ee",2024-02-13T18:30:06Z,2024-02-13T18:30:06Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
14,"Fente pied avant bosu + pied arrière banc + haltère","wix:video://v1/bf2cdd_f0d80b133df24cbc92b87508bac466d2/14.%20Fente%20pied%20avant%20bosu%20+%20pied%20arri%C3%A8re%20banc%20+%20halt%C3%A8re%20H.mp4#posterUri=bf2cdd_f0d80b133df24cbc92b87508bac466d2f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/bf2cdd_0e3f43da82474550b2539c6a21b13cf5~mv2.png/14.png#originWidth=2397&originHeight=1349","3adfd7b8-6131-4f87-bb02-4374a997e7a9","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Pied avant au centre du bosu et pied arrière sur le banc.</p></li>
  <li><p class=""font_8"">Aligner le genou de la jambe avant sous la cheville.</p></li>
  <li><p class=""font_8"">Le genou de la jambe arrière est fléchit et la jambe relâchée.</p></li>
  <li><p class=""font_8"">Haltère aux mains.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Transférer le poids du corps sur la jambe avant.</p></li>
  <li><p class=""font_8"">Descendre en poussant légèrement le fessier vers l’arrière.</p></li>
  <li><p class=""font_8"">Amener l’arrière cuisse de la jambe avant parallèlement au sol au maximun.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer le genou et en maintenant l’axe genou-cheville.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Intermédiaire"",""Avancé""]","[""Fente""]","<p class=""font_8""><strong>3x15</strong> répétitions</p>","<p class=""font_8"">genoux</p>","/videos/fente-pied-avant-bosu-%2B-pied-arri%C3%A8re-banc-%2B-halt%C3%A8re",,"094d5ad0-fdc4-435d-9312-5f6045d8f6fd",2024-02-12T15:34:09Z,2024-02-21T16:13:01Z,"bf2cdd2d-7f76-485d-a6fe-ff64bca3e5c0"
18,"Squat","wix:video://v1/796ff8_5c62892a7a854908a465fd8b2ce1e430/18.%20Squat%20avec%20%C3%A9lastique%20band.mp4#posterUri=796ff8_5c62892a7a854908a465fd8b2ce1e430f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_33521f793a5243fa8e4e24226b329728~mv2.png/Capture%20d'%C3%A9cran%202024-02-12%20234322.png#originWidth=1910&originHeight=1064","85c8b439-1157-4d08-8158-485e4dd5ca85","<p class=""font_8"">Fessier, cuisse, ischio, mollet.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles largeur des épaules.</p></li>
  <li><p class=""font_8"">L’élastique band au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en poussant le fessier légèrement vers l’arrière et fléchir les genoux.</p></li>
  <li><p class=""font_8"">Les genoux peuvent avancer jusqu’à la pointe des pieds.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fessier jambe""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/squat",,"097c74b5-a767-4052-b524-af7fe943e261",2024-02-12T22:28:17Z,2024-02-16T19:48:57Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
6,"Abduction de hanche coucher et les pieds banc","wix:video://v1/796ff8_53965caa5a5e495f8a19e60dde46ba51/6.%20Abduction%20de%20hanche%20coucher%20et%20pieds%20banc%20et%20%C3%A9lastique%20bande.mp4#posterUri=796ff8_53965caa5a5e495f8a19e60dde46ba51f000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_1892b6fb6c60484bad01090199ec7717~mv2.png/Capture%20d'%C3%A9cran%202024-02-12%20234233.png#originWidth=1909&originHeight=1066","85c8b439-1157-4d08-8158-485e4dd5ca85","<p class=""font_8"">Abducteur, TFL, fessier, ischio, dos.</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Couché sur le sol, les fessiers près du banc et les pieds largeur du bassin sur le banc.</p></li>
  <li><p class=""font_8"">L’élastique band au-dessus des genoux.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Monter le fessier puis tirer l’élastique vers l’extérieur.</p></li>
  <li><p class=""font_8"">Ramener les genoux dans l’axe des hanches et redescendre.</p></li>
  <li><p class=""font_8"">Expirer lors du mouvement et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Fessier jambe""]","<p class=""font_8""><strong>3x 15 à 20</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/abduction-de-hanche-coucher-et-les-pieds-banc",,"099f81c6-a10e-40a1-8213-359daa9f4871",2024-02-12T22:28:00Z,2024-02-16T19:48:52Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
3,"Presse à cuisse verticale","wix:video://v1/796ff8_e0efbee29a2a48e391a534563a495e8a/3.%20Fessier%20Jambe%20presse%20%C3%A0%20cuisse%20verticale.mp4#posterUri=796ff8_e0efbee29a2a48e391a534563a495e8af000.jpg&posterWidth=1920&posterHeight=1080","wix:image://v1/796ff8_04c19aabdad843469f06cffc4ab267f3~mv2.png/Capture%20d'%C3%A9cran%202024-02-06%20103804.png#originWidth=1904&originHeight=979","0bf221d1-ef71-4b55-bbab-98af50c1c6bf","<p class=""font_8"">fessier, cuisse, ischio, mollet</p>","<ul class=""font_8"">
  <li><p class=""font_8"">Debout, pieds parallèles sur l’avant du plateau et largeur des épaules</p></li>
  <li><p class=""font_8"">Le fessier et le dos contre le siège.</p></li>
  <li><p class=""font_8"">Les épaules sous les coussinets.</p></li>
</ul>","<ol class=""font_8"">
  <li><p class=""font_8"">Descendre en fléchissant les genoux.</p></li>
  <li><p class=""font_8"">Amener les arrières cuisses parallèlement au sol.</p></li>
  <li><p class=""font_8"">Remonter sans bloquer les genoux.</p></li>
  <li><p class=""font_8"">Inspirer sur la descente et tenir les abdominaux.</p></li>
</ol>","[""Tout niveau""]","[""Cuisse et arrière cuisse""]","<p class=""font_8""><strong>3x 12</strong> répétitions</p>","<p class=""font_8"">aucune</p>","/videos/presse-%C3%A0-cuisse-verticale",,"0a8d6e67-50c8-40ff-a114-93b8d6ce8950",2024-02-06T01:15:04Z,2024-02-22T10:50:14Z,"796ff8d4-ffae-4c88-896b-2c1dc46fb8d3"
